20200527|0064:FF9B:0000:0000:0000:0000:01C9:8DB0|128|443|443|ANY|1348|DHP| |1
20200527|0064:FF9B:0000:0000:0000:0000:01C9:8DB0|128|80|80|ANY|1348|DHP| |1
20200527|0064:FF9B:0000:0000:0000:0000:01C9:8DB1|128|443|443|ANY|1348|DHP| |1
20200527|0064:FF9B:0000:0000:0000:0000:01C9:8DB1|128|80|80|ANY|1348|DHP| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D1:1710|128|8443|8443|ANY|1217|TGW| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D1:1714|128|8443|8443|ANY|1217|TGW| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D1:7710|128|80|80|ANY|1217|TGW| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D1:B740|128|4044|4044|ANY|1116|MGW| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D1:B740|128|8044|8044|ANY|1116|MGW| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D6:FE82|128|4500|4500|ANY|1254|LMF| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D6:FE82|128|500|500|ANY|1254|LMF| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D6:FE82|128|7900|7900|ANY|1254|LMF| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D7:E452|128|6421|6421|ANY|1308|VAN| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D7:E453|128|4500|4500|ANY|1006|FRE| |1
20200527|0064:FF9B:0000:0000:0000:0000:01D7:E453|128|45007|45007|ANY|1308|VAN| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E1:33B2|128|8283|8283|ANY|1318|ODS| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|18080|18080|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|18442|18442|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|18443|18443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|8080|8080|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|8081|8081|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|8082|8082|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3115|128|8443|8443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3116|128|17070|17070|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3116|128|19443|19443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3116|128|19444|19444|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3116|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3116|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:311E|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:311E|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:311F|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:311F|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3120|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:3120|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:42F2|128|80|80|ANY|1217|TGW| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C810|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C810|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C811|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C811|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C813|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C813|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C814|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C814|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C818|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C818|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C819|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C819|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C81A|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C81A|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C81B|128|443|443|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C81B|128|80|80|ANY|1354|EBG| |1
20200527|0064:FF9B:0000:0000:0000:0000:01E2:C890|128|443|443|ANY|1354|EBG| |1
