215|EIT|ET01|60|60|Y|N|Y|1|E
216|TRP|ET01|60|60|Y|N|Y|1|E
217|TGW|ET01|60|60|Y|N|Y|1|E
218|AMO|ET01|60|60|Y|N|Y|1|E
219|KTR|ET01|60|60|Y|N|Y|1|E
220|TWG|ET01|60|60|Y|N|Y|1|E
221|TLK|ET01|60|60|Y|N|Y|1|E
222|SSM|ET01|60|60|Y|N|Y|1|E
223|BMP|ET01|60|60|Y|N|Y|1|E
224|TSP|ET01|60|60|Y|N|Y|1|E
225|MTU|ET01|60|60|Y|N|Y|1|E
226|SMG|ET01|60|60|Y|N|Y|1|E
227|BYD|ET01|60|60|Y|N|Y|1|E
228|HLC|ET01|60|60|Y|N|Y|1|E
229|TTT|ET01|60|60|Y|N|Y|1|E
230|BCC|ET01|60|60|Y|N|Y|1|E
231|SKT|ET01|60|60|Y|N|Y|1|E
233|AAB|ET01|60|60|Y|N|Y|1|E
234|AAC|ET01|60|60|Y|N|Y|1|E
235|LNG|ET01|60|60|Y|N|Y|1|E
236|LOL|ET01|60|60|Y|N|Y|1|E
237|TSR|ET01|60|60|Y|N|Y|1|E
238|VIP|ET01|60|60|Y|N|Y|1|E
239|CSG|ET01|60|60|Y|N|Y|1|E
240|BSM|ET01|60|60|Y|N|Y|1|E
241|AAE|ET01|60|60|Y|N|Y|1|E
242|AAD|ET01|60|60|Y|N|Y|1|E
243|AAF|ET01|60|60|Y|N|Y|1|E
244|SMU|ET01|60|60|Y|N|Y|1|E
245|TSH|ET01|60|60|Y|N|Y|1|E
246|LTD|ET01|60|60|Y|N|Y|1|E
247|MEL|WE01|60|60|Y|Y|Y|1|W
248|GRE|ET01|60|60|Y|N|Y|1|E
249|ESP|ET01|60|60|Y|N|Y|1|E
250|AAG|ET01|60|60|Y|N|Y|1|E
251|CRS|ET01|60|60|Y|N|Y|1|E
252|CMP|ET01|60|60|Y|N|Y|1|E
253|TDS|ET01|60|60|Y|N|Y|1|E
254|LMF|ET01|60|60|Y|N|Y|1|E
255|SOF|ET01|60|60|Y|N|Y|1|E
256|DDF|ET01|60|60|Y|N|Y|1|E
257|COU|ET01|60|60|Y|N|Y|1|E
258|BPT|ET01|60|60|Y|N|Y|1|E
259|ABM|ET01|60|60|Y|N|Y|1|E
260|BTP|ET01|60|60|Y|N|Y|1|E
261|TCS|ET01|60|60|Y|N|Y|1|E
262|MAC|ET01|60|60|Y|N|Y|1|E
263|HKM|ET01|60|60|Y|N|Y|1|E
264|SCT|ET01|60|60|Y|N|Y|1|E
265|CKZ|ET01|60|60|Y|N|Y|1|E
266|BMC|ET01|60|60|Y|N|Y|1|E
267|DBI|ET01|60|60|Y|N|Y|1|E
268|HTS|ET01|60|60|Y|N|Y|1|E
269|BIF|ET01|60|60|Y|N|Y|1|E
270|ENG|ET01|60|60|Y|N|Y|1|E
271|MAX|ET01|60|60|Y|N|Y|1|E
272|YBM|ET01|60|60|Y|N|Y|1|E
273|IBK|ET01|60|60|Y|N|Y|1|E
274|KTG|ET01|60|60|Y|N|Y|1|E
275|DOP|ET01|60|60|Y|N|Y|1|E
276|LBC|ET01|60|60|Y|N|Y|1|E
277|LBT|ET01|60|60|Y|N|Y|1|E
278|OTA|ET01|60|60|Y|N|Y|1|E
279|AGW|ET01|60|60|Y|N|Y|1|E
280|DYM|ET01|60|60|Y|N|Y|1|E
281|GDE|ET01|60|60|Y|N|Y|1|E
282|CHD|ET01|60|60|Y|N|Y|1|E
283|DTG|ET01|60|60|Y|N|Y|1|E
284|SFF|ET01|60|60|Y|N|Y|1|E
285|SHB|ET01|60|60|Y|N|Y|1|E
286|PVX|ET01|60|60|Y|N|Y|1|E
287|PVO|ET01|60|60|Y|N|Y|1|E
288|PVI|ET01|60|60|Y|N|Y|1|E
289|MGA|ET01|60|60|Y|N|Y|1|E
290|CMC|ET01|60|60|Y|N|Y|1|E
291|SSI|ET01|60|60|Y|N|Y|1|E
292|KTA|ET01|60|60|Y|N|Y|1|E
293|DZG|ET01|60|60|Y|N|Y|1|E
294|LMG|ET01|60|60|Y|N|Y|1|E
295|SMB|ET01|60|60|Y|N|Y|1|E
296|HAA|ET01|60|60|Y|N|Y|1|E
297|HAC|ET01|60|60|Y|N|Y|1|E
298|CHI|ET01|60|60|Y|N|Y|1|E
299|MOO|ET01|60|60|Y|N|Y|1|E
300|KGP|ET01|60|60|Y|N|Y|1|E
301|CMG|ET01|60|60|Y|N|Y|1|E
302|OCI|ET01|60|60|Y|N|Y|1|E
303|SCM|ET01|60|60|Y|N|Y|1|E
304|KEC|ET01|60|60|Y|N|Y|1|E
305|MAD|ET01|60|60|Y|N|Y|1|E
306|EDU|ET01|60|60|Y|N|Y|1|E
307|TRS|ET01|60|60|Y|N|Y|1|E
308|VAN|ET01|60|60|Y|N|Y|1|E
309|VBN|ET01|60|60|Y|N|Y|1|E
311|GBD|ET01|60|60|Y|N|Y|1|E
312|KEX|ET01|60|60|Y|N|Y|1|E
313|MMT|ET01|60|60|Y|N|Y|1|E
314|PUS|ET01|60|60|Y|N|Y|1|E
315|THM|ET01|60|60|Y|N|Y|1|E
316|TCM|ET01|60|60|Y|N|Y|1|E
317|HOB|ET01|60|60|Y|N|Y|1|E
318|ODS|ET01|60|60|Y|N|Y|1|E
319|TFM|ET01|60|60|Y|N|Y|1|E
320|TFC|ET01|60|60|Y|N|Y|1|E
321|SKS|ET01|60|60|Y|N|Y|1|E
322|RCF|ET01|60|60|Y|N|Y|1|E
323|RCC|ET01|60|60|Y|N|Y|1|E
324|EBS|ET01|60|60|Y|N|Y|1|E
325|OBP|ET01|60|60|Y|N|Y|1|E
326|FBM|ET01|60|60|Y|N|Y|1|E
327|KES|ET01|60|60|Y|N|Y|1|E
328|POQ|ET01|60|60|Y|N|Y|1|E
329|HNA|ET01|60|60|Y|N|Y|1|E
330|HNS|ET01|60|60|Y|N|Y|1|E
331|EPA|ET01|60|60|Y|N|Y|1|E
332|NWT|ET01|60|60|Y|N|Y|1|E
333|RCP|ET01|60|60|Y|N|Y|1|E
334|OST|ET01|60|60|Y|N|Y|1|E
335|JMP|ET01|60|60|Y|N|Y|1|E
336|NHA|ET01|60|60|Y|N|Y|1|E
337|NMB|ET01|60|60|Y|N|Y|1|E
338|LGE|ET01|60|60|Y|N|Y|1|E
339|AMP|ET01|60|60|Y|N|Y|1|E
340|NOW|ET01|60|60|Y|N|Y|1|E
341|CG1|ET01|60|60|Y|N|Y|1|E
342|SSU|ET01|60|60|Y|N|Y|1|E
343|FLG|ET01|60|60|Y|N|Y|1|E
344|FET|ET01|60|60|Y|N|Y|1|E
345|FSS|ET01|60|60|Y|N|Y|1|E
346|EBT|ET01|60|60|Y|N|Y|1|E
347|SUN|ET01|60|60|Y|N|Y|1|E
348|DHP|ET01|60|60|Y|N|Y|1|E
349|SAW|ET01|60|60|Y|N|Y|1|E
350|CRN|ET01|60|60|Y|N|Y|1|E
351|ERW|ET01|60|60|Y|N|Y|1|E
352|LGY|ET01|60|60|Y|N|Y|1|E
353|EBZ|ET01|60|60|Y|N|Y|1|E
354|EBG|ET01|60|60|Y|N|Y|1|E
355|MVO|ET01|60|60|Y|N|Y|1|E
356|TTR|ET01|60|60|Y|N|Y|1|E
357|BBB|ET01|60|60|Y|N|Y|1|E
358|BBK|ET01|60|60|Y|N|Y|1|E
359|BBM|ET01|60|60|Y|N|Y|1|E
